Fund,Department,Division,Account,Amount,Current,Annotation,
General Fund,Non-Departmental,Non-Divisional,Charges for Services,1629120.0,1629120.0,
General Fund,Non-Departmental,Non-Divisional,Training,-1389.0,10000.0,
General Fund,Non-Departmental,Non-Divisional,Dues & Subscriptions,369.0,85000.0,
General Fund,Non-Departmental,Inter-Extra Goverment Services,Board of Tax Supervision,100000.0,820000.0,
General Fund,Public Works,Public Works Administration,FICA Tax Expense,13701.0,37198.0,
General Fund,Public Works,Public Works Administration,Employer - LGERS,12993.0,34432.0,
Mass Transit Fund,Transportation,Transit Administration Div,Contracted Services,775.0,9000.0,
General Fund,Public Works,Public Works Administration,Employer - 401(K),8565.0,24351.0,
Mass Transit Fund,Transportation,Transit Administration Div,Professional Services,-4800.0,0.0,
Civic Center Fund,Civic Center,Civic Center Administration,Interest Expense,-14141.0,128950.0,
General Fund,Public Works,Public Works Administration,Workers Compensation,-15884.0,213215.0,
General Fund,Public Works,Public Works Administration,Unemployment,13177.0,13177.0,
General Fund,Public Works,Public Works Administration,Vehicle Allowance,5422.0,14401.0,
General Fund,Public Works,Public Works Administration,Group Insurance Expense,31151.0,60424.0,
General Fund,Public Works,Streets & Sidewalks Division,State Powell Bill Distribution,2447593.0,2447593.0,
General Fund,Finance,Risk Management Division,Contracted Services,68000.0,68000.0,
General Fund,Public Works,Public Works Administration,Fines & Fees Encroachment Ag,4500.0,7500.0,
General Fund,Information Technology,IT Support Services Division,Group Insurance Expense,2540.0,46480.0,
Mass Transit Fund,Transportation,Transit Operations Division,Motor Vehicles Licenses,0.0,320000.0,
Water Services Fund,Water,Water Administration,Delinquent & Interest Fee,82000.0,912000.0,
Parking Services Fund,Transportation,Parking Services Division,All Other Expenses,-15347.0,11305.0,
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,Awarded Grants,-46000.0,0.0,
General Fund,Information Technology,IT Support Services Division,Employer - 401(K),-1318.0,15719.0,
Parking Services Fund,Transportation,Parking Garage Divison,Fleet Fuel Charges,1879.0,9000.0,
Parking Services Fund,Transportation,Parking Garage Divison,Fleet Maintenance Charges,-2300.0,16000.0,
General Fund,Information Technology,IT Support Services Division,FICA Tax Expense,1904.0,23052.0,
General Fund,Information Technology,IT Support Services Division,Employer - LGERS,2664.0,22227.0,
General Fund,Police,Patrol Division,Restricted Intergov Fed Grants,4714.0,241800.0,
General Fund,Police,Police Administration Division,Impoundment Fees,35000.0,35000.0,
General Fund,Police,Police Administration Division,Wrecker Company Fees,24000.0,24000.0,
General Fund,Finance,Purchasing Operations Division,All Other Expenses,9373.0,22774.0,
General Fund,Public Works,Engineering Services Division,Fleet Maintenance Charges,-3558.0,12224.0,
General Fund,Public Works,Engineering Services Division,Fleet Fuel Charges,-11757.0,6133.0,
General Fund,Non-Departmental,Inter-Extra Goverment Services,YMI Utilities,0.0,24000.0,
General Fund,Police,Police Administration Division,Water and Sewer,10500.0,10500.0,
General Fund,Building Safety,Permitting & Inspections Div,Fleet Maintenance Charges,4828.0,21228.0,
General Fund,Building Safety,Permitting & Inspections Div,Fleet Fuel Charges,298.0,27835.0,
Mass Transit Fund,Transportation,Transit Operations Division,All Other Expenses,-17653.0,0.0,
General Fund,Police,Police Administration Division,Natural Gas,16800.0,16800.0,
General Fund,Public Works,Sanitation Division,Cellular Usage,20.0,0.0,
General Fund,Administration Services,Sustainability Division,Contracted Services,7810.0,13700.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Materials,-6798.0,4000.0,
General Fund,Finance,Budget Division,Compensation - Full Time Reg,59494.0,187479.0,
Water Services Fund,Water,Construction Crew Division,Materials,-225000.0,0.0,
General Fund,Administration Services,City Manager,Insurance & Bonds,25521.0,54989.0,
General Fund,Information Technology,GIS Appl Services Division,All Other Expenses,0.0,1000.0,
Water Services Fund,Water,Water Administration,Rental/Lease,1600.0,8000.0,
Water Services Fund,Water,Water Administration,Contracted Services,14501.0,208500.0,
Water Services Fund,Water,Customer Service Division,Supplies - Other,-5000.0,15000.0,
General Fund,Non-Departmental,Non-Divisional,Transfer to Gen Cap Proj Fund,-768695.0,150000.0,
General Fund,Information Technology,IT Administration Division,Compensation - Full Time Reg,3927.0,157162.0,
General Fund,Information Technology,IT Administration Division,Compensation - Part Time,-465.0,0.0,
Parking Services Fund,Transportation,Parking Services Division,Contracted Services,33547.0,250000.0,
Parking Services Fund,Transportation,Parking Services Division,Professional Services,-42436.0,50000.0,
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,Contracted Services,-31088.0,0.0,
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,Rental/Lease,-1500.0,0.0,
Parking Services Fund,Transportation,Parking Services Division,Rental/Lease,-30709.0,45000.0,
General Fund,Information Technology,IT Administration Division,Compensation - Temp/Seasonal,-261.0,0.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Supplies - Other,-3000.0,9000.0,
General Fund,Planning & Development,Community Development Division,Community Relations Council,-44296.0,0.0,
General Fund,Finance,Purchasing Central Stores,Mach & Equipment,19069.0,19069.0,
General Fund,Public Works,Streets & Sidewalks Division,Employer - 401(K),-12370.0,0.0,
General Fund,Information Technology,IT Administration Division,Quality of Serv Award,0.0,1056.0,
General Fund,Public Works,Streets & Sidewalks Division,FICA Tax Expense,-18296.0,0.0,
General Fund,Public Works,Streets & Sidewalks Division,Employer - LGERS,-17627.0,0.0,
General Fund,Planning & Development,Community Development Division,AHOPE,-5000.0,20000.0,
General Fund,Planning & Development,Community Development Division,Economic Development Comm,-60000.0,0.0,
General Fund,Planning & Development,Community Development Division,YWCA,-4000.0,8000.0,
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,Sponsorships,-85000.0,-0.0,
General Fund,Public Works,Streets & Sidewalks Division,Group Insurance Expense,-99144.0,0.0,
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Admission Fees,3000.0,30000.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Group Insurance Expense,1321.0,13944.0,
General Fund,Planning & Development,Community Development Division,Asheville Greenworks,0.0,8000.0,
General Fund,Planning & Development,Community Development Division,Children First,0.0,15740.0,
General Fund,Information Technology,Technical Services Division,Mach & Equipment,-12664.0,25000.0,
General Fund,Finance,Budget Division,Employer - 401(K),2656.0,9374.0,
General Fund,Police,Police Administration Division,Radio Charges,123000.0,123000.0,
General Fund,Police,Police Administration Division,Cellular Usage,266807.0,326075.0,
General Fund,Police,Police Administration Division,Radio Lines,24000.0,24000.0,
General Fund,Police,Police Administration Division,Electricity,79000.0,79000.0,
General Fund,Administration Services,Community Relations,Contracted Services,46752.0,64200.0,
General Fund,Finance,Budget Division,Employer - LGERS,4295.0,13255.0,
General Fund,Finance,Budget Division,FICA Tax Expense,4009.0,14342.0,
General Fund,Police,Police Administration Division,Telephone,54000.0,54000.0,
General Fund,Finance,Budget Division,Group Insurance Expense,10312.0,27888.0,
Water Services Fund,Water,Water Production Division,Electricity,15000.0,350000.0,
Water Services Fund,Water,Water Production Division,Telephone,2800.0,90000.0,
Water Services Fund,Water,Construction Crew Division,Compensation - Overtime,-23568.0,0.0,
Water Services Fund,Water,Water Production Division,Natural Gas,-5000.0,15000.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Contracted Services,-677.0,0.0,
General Fund,Finance,Finance Administration,ABC Revenue - Component Unit,225000.0,975000.0,
Civic Center Fund,Civic Center,Civic Center Administration,Group Insurance Expense,11222.0,37184.0,
Civic Center Fund,Civic Center,Civic Center Administration,Workers Compensation,-2552.0,34256.0,
General Fund,Administration Services,Community Relations,Contracted Services,-81263.0,0.0,
General Fund,Information Technology,IT Administration Division,All Other Expenses,1752.0,11991.0,
Street Cut Utility Fund,Public Works,CAFR Preparation,Sales & Serv - Cap Recov Fee,-46295.0,-0.0,
Civic Center Fund,Civic Center,Civic Center Administration,Employer - 401(K),1079.0,10582.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,FICA Tax Expense,-670.0,0.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Employer - LGERS,-588.0,0.0,
Civic Center Fund,Civic Center,Civic Center Administration,Employer - LGERS,2153.0,14962.0,
Civic Center Fund,Civic Center,Civic Center Administration,FICA Tax Expense,1732.0,16271.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Employer - 401(K),-458.0,0.0,
General Fund,Information Technology,IT Support Services Division,Telephone,722.0,18100.0,
General Fund,Information Technology,IT Support Services Division,Radio Lines,3176.0,15656.0,
General Fund,Information Technology,IT Support Services Division,Electricity,0.0,12000.0,
General Fund,Information Technology,IT Support Services Division,Cellular Usage,7724.0,13500.0,
General Fund,Fire & Rescue,Fire Support Services Division,Employer - 401(K),-738.0,31517.0,
General Fund,Fire & Rescue,Fire Support Services Division,Employer - 401(A),826.0,12607.0,
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Contracted Services,-55536.0,165000.0,
General Fund,Fire & Rescue,Fire Support Services Division,Employer - LGERS,496.0,44565.0,
General Fund,Fire & Rescue,Fire Support Services Division,FICA Tax Expense,-1142.0,9140.0,
General Fund,Fire & Rescue,Emergency Response Division,Training,48121.0,78000.0,
Civic Center Fund,Civic Center,Civic Center Administration,OPEB Pension Contributions,9120.0,9120.0,
General Fund,Fire & Rescue,Fire Support Services Division,Firefighter Pension,-4388.0,25632.0,
General Fund,Fire & Rescue,Fire Support Services Division,Group Insurance Expense,4572.0,83664.0,
Parking Services Fund,Transportation,Parking Garage Divison,Mach & Equipment,40000.0,40000.0,
General Fund,Fire & Rescue,Fire Support Services Division,Unemployment,39131.0,39131.0,
General Fund,Fire & Rescue,Fire Support Services Division,Workers Compensation,-12217.0,201660.0,
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Supplies - Other,-3304.0,25200.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Supplies - Other,3500.0,8500.0,
General Fund,Fire & Rescue,Fire Support Services Division,OPEB Pension Contributions,149692.0,149692.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Full Time Reg,1266.0,45621.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Temp/Seasonal,3049.0,58749.0,
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Supplies - Uniforms,2200.0,10150.0,
General Fund,Finance,Accounting Division,State Beer & Wine Taxes,5000.0,365000.0,
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Supplies - Safety Equipment,-1370.0,7000.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Group Insurance Expense,-653.0,0.0,
Water Services Fund,Water,Meter Services Division,Capital Improvement Fees,193698.0,6552250.0,
General Fund,Transportation,Traffic Engineering Division,Contracted Services,17500.0,17500.0,
General Fund,Administration Services,Sustainability Division,Services - Outside Printing,-985.0,0.0,
Civic Center Fund,Civic Center,Civic Center Administration,All Other Expenses,1799.0,23898.0,
General Fund,Finance,Finance Administration,Loc Opt Sales Tx 1/2 Ct 1983,410911.0,3358023.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Restrictd Intergv State Grants,-3917.0,-0.0,
Water Services Fund,Water,Meter Services Division,Account Setup Fees,-10000.0,430000.0,
Water Services Fund,Water,Meter Services Division,Wtr Serv Connection Fees,82000.0,562000.0,
Property and Liability Fund,Administration Services,General Insurance and Bonds,Charges for Services,2204297.0,2204297.0,
Water Services Fund,Water,Meter Services Division,Utility Charges,375342.0,2.3572342E7,
General Fund,Public Works,Streets & Sidewalks Division,Tipping Fees,16000.0,16000.0,
Water Services Fund,Water,Meter Services Division,Taps & Connections,130000.0,1200000.0,
Water Services Fund,Water,Meter Services Division,Fire Line Charges,47000.0,667000.0,
Water Services Fund,Water,Meter Services Division,Reconnection Fees,10000.0,330000.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Contracted Services,-12900.0,2947.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Group Insurance Expense,-3225.0,16268.0,
Water Services Fund,Water,Water Production Division,Electricity,-5000.0,0.0,
General Fund,Administration Services,Sustainability Division,All Other Revenues,-9952.0,0.0,
Water Services Fund,Water,Water Production Division,Natural Gas,-5000.0,0.0,
General Fund,Police,Police Administration Division,OPEB Pension Contributions,159349.0,159349.0,
General Fund,Public Works,Streets & Sidewalks Division,Employer - 401(K),1930.0,8300.0,
General Fund,Public Works,Streets & Sidewalks Division,FICA Tax Expense,3356.0,12700.0,
General Fund,Public Works,Streets & Sidewalks Division,Employer - LGERS,3101.0,11737.0,
General Fund,Administration Services,City Hall Operations,Services - Postage,17447.0,125000.0,
General Fund,Administration Services,City Hall Operations,Supplies - Other,-3195.0,6000.0,
General Fund,Police,Police Administration Division,Unemployment,41657.0,41657.0,
Water Services Fund,Water,Water Production Division,Cellular Usage,-2500.0,7500.0,
General Fund,Police,Police Administration Division,Workers Compensation,-54280.0,259953.0,
General Fund,Public Works,Streets & Sidewalks Division,Contra Non-Labor - Powell Bill,678961.0,0.0,
General Fund,Planning & Development,Planning Services Division,Training,1726.0,12000.0,
Water Services Fund,Water,Water Production Division,Telephone,-4500.0,0.0,
Water Services Fund,Water,Water Production Division,Cont Ser - Maint & Rep - Equip,1300.0,10000.0,
General Fund,Police,Police Administration Division,Group Insurance Expense,422778.0,529872.0,
General Fund,Administration Services,Fleet Management Division,Cost Transfers,1135000.0,-65000.0,
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Rents - Rental Income,-9000.0,-0.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Group Insurance Expense,-5293.0,9296.0,
Water Services Fund,Water,Water General Operations Div,Legal Services,271000.0,425000.0,
Water Services Fund,Water,Water General Operations Div,Professional Services,-129784.0,3000.0,
Water Services Fund,Water,Water General Operations Div,Rental/Lease - Computers,-17455.0,800.0,
General Fund,Fire & Rescue,Fire Support Services Division,Dues & Subscriptions,1405.0,9344.0,
Water Services Fund,Water,Water Engineering Division,All Other Expenses,-2009.0,21031.0,
General Fund,Building Safety,Permitting & Inspections Div,Insurance & Bonds,14114.0,30408.0,
General Fund,Public Works,Engineering Services Division,Contracted Services,3292.0,5000.0,
General Fund,Public Works,Engineering Services Division,Professional Services,5000.0,5000.0,
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Sales and Services,-12000.0,-0.0,
Water Services Fund,Water,Water Production Division,All Other Expenses,-24258.0,76621.0,
General Fund,Public Works,Streets & Sidewalks Division,Supplies - Other,-8500.0,0.0,
Street Cut Utility Fund,Public Works,CAFR Preparation,Depreciation Expense,-93067.54,0.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Cellular Usage,-5500.0,4500.0,
General Fund,Parks Rec & Cultural Arts,Parks Administration Division,Supplies - Other,-493.0,0.0,
Mass Transit Fund,Transportation,Transit Administration Div,Restrictd Intergv State Grants,590000.0,590000.0,
General Fund,Public Works,Streets & Sidewalks Division,Materials,15300.0,19300.0,
Parking Services Fund,Transportation,Parking Garage Divison,Income from Investments,-17456.0,2544.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Group Insurance Expense,-5421.0,20916.0,
General Fund,Finance,Accounting Division,Income from Investments,-75000.0,150000.0,
General Fund,Public Works,Public Works Administration,Group Insurance Expense,6739.0,9296.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Full Time Reg,-55990.0,70149.0,
Water Services Fund,Water,Water Production Division,Maint & Repair - Buildings,-5000.0,5000.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Part Time,3436.0,21436.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,FICA Tax Expense,-122.0,8134.0,
General Fund,Administration Services,Governing Body Division,Training,617.0,16000.0,
General Fund,Public Works,Engineering Services Division,Fleet Maintenance Charges,2595.0,10000.0,
General Fund,Public Works,Engineering Services Division,Fleet Fuel Charges,-288.0,10000.0,
General Fund,Public Works,Streets & Sidewalks Division,Materials,143274.0,150000.0,
General Fund,Police,Patrol Division,Oth Loc Partic Ashe Hsng Authr,4340.0,221340.0,
General Fund,Public Works,Streets & Sidewalks Division,Group Insurance Expense,45691.0,55776.0,
General Fund,Non-Departmental,Non-Divisional,Contracted Services,18800.0,45000.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Contracted Services,-15113.0,85000.0,
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,Restrictd Intergv State Grants,-50431.0,-0.0,
Street Cut Utility Fund,Public Works,Street Cuts Division,Fleet Fuel Charges,-6397.760000000002,47875.0,
Street Cut Utility Fund,Public Works,Street Cuts Division,Fleet Maintenance Charges,23305.67,50000.0,
General Fund,Finance,Finance Administration,Group Insurance Expense,2032.0,37184.0,
General Fund,Finance,Finance Administration,Workers Compensation,-2767.0,37115.0,
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Contracted Services,-13245.0,21500.0,
General Fund,Parks Rec & Cultural Arts,Community Program,Concessions - Beverages,10000.0,10000.0,
General Fund,Police,Criminal Investigations Div,All Other Revenues,0.0,2000.0,
General Fund,Finance,Finance Administration,FICA Tax Expense,5720.0,24570.0,
General Fund,Finance,Finance Administration,Employer - LGERS,5845.0,22707.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Compensation - Full Time Reg,-39011.0,328629.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Compensation - Overtime,-3252.0,11000.0,
General Fund,Finance,Finance Administration,Employer - 401(K),3893.0,16059.0,
Water Services Fund,Water,Meter Services Division,Group Insurance Expense,10726.0,18592.0,
General Fund,Administration Services,Fleet Management Division,Compensation - Full Time Reg,27002.0,551739.0,
General Fund,Administration Services,Fleet Management Division,Compensation - Overtime,-23932.0,25000.0,
General Fund,Administration Services,Fleet Management Division,Compensation - Temp/Seasonal,-5188.0,60000.0,
General Fund,Parks Rec & Cultural Arts,Parks Administration Division,Compensation - Full Time Reg,6828.0,188912.0,
General Fund,Finance,Finance Administration,OPEB Pension Contributions,20371.0,20371.0,
Water Services Fund,Water,Water Production Division,Compensation - Full Time Reg,-14273.0,150083.0,
Civic Center Fund,Civic Center,Concessions Division,Commissions - Catering,10000.0,17000.0,
General Fund,Public Works,Streets & Sidewalks Division,Fleet Maintenance Charges,20119.0,46000.0,
General Fund,Building Safety,Permitting & Inspections Div,Cellular Usage,-10092.0,25000.0,
General Fund,Public Works,Streets & Sidewalks Division,Fleet Fuel Charges,14071.0,15000.0,
General Fund,Fire & Rescue,Fire Marshals Office Division,Compensation - Full Time Reg,-67867.0,874482.0,
Mass Transit Fund,Transportation,Transit Administration Div,Charges - Cost Allocations,69461.0,69461.0,
General Fund,Non-Departmental,Non-Divisional,Unemployment,-152157.0,0.0,
General Fund,Fire & Rescue,Fire Marshals Office Division,Compensation - Temp/Seasonal,-33659.0,0.0,
Parking Services Fund,Transportation,Parking Garage Divison,Insurance & Bonds,-2273.0,26311.0,
General Fund,Fire & Rescue,Fire Marshals Office Division,Compensation - Overtime,-28311.0,32000.0,
General Fund,Administration Services,Fleet Management Division,CNG Excise Tax,1547.0,5000.0,
General Fund,Administration Services,Fleet Management Division,Gas Excise Tax,-89107.0,20000.0,
General Fund,Non-Departmental,Non-Divisional,Other Fringe Benefits,-3542.0,4000.0,
General Fund,Administration Services,Sustainability Division,Energy Efficiency Rebate,-23004.0,-0.0,
General Fund,Administration Services,Fleet Management Division,Water and Sewer,482.0,9000.0,
Civic Center Fund,Civic Center,Event Personnel Division,All Other Expenses,1458.0,7759.0,
General Fund,Police,Police Support Division,Water and Sewer,-10280.0,0.0,
General Fund,Administration Services,Fleet Management Division,Electricity,3747.0,21000.0,
General Fund,Administration Services,Fleet Management Division,Electricity CNG,3880.0,15000.0,
General Fund,Administration Services,Fleet Management Division,Natural Gas,0.0,8000.0,
Civic Center Fund,Civic Center,Concessions Division,Bank Fees,8590.0,14000.0,
Water Services Fund,Water,Water General Operations Div,Mach & Equipment,55000.0,55000.0,
General Fund,Police,Police Administration Division,Fleet Fuel Charges,30500.0,50000.0,
General Fund,Police,Police Administration Division,Fleet Maintenance Charges,16071.0,35324.0,
General Fund,Public Works,Public Works Administration,Insurance & Bonds,61453.0,132403.0,
General Fund,Non-Departmental,Non-Divisional,Interest Expense,-1009325.0,0.0,
General Fund,Police,Police Support Division,Natural Gas,-16800.0,0.0,
Parking Services Fund,Transportation,Parking Services Division,Licenses Taxes & Fees,-5172.0,0.0,
Street Cut Utility Fund,Public Works,Street Cuts Division,Supplies - Other,732.8100000000004,7017.0,
Civic Center Fund,Civic Center,Concessions Division,Show Settlement Expense,-37272.0,132728.0,
General Fund,Police,Police Support Division,Electricity,-80000.0,0.0,
General Fund,Public Works,Streets & Sidewalks Division,Contra Non-Labor - Powell Bill,75573.0,0.0,
General Fund,Administration Services,Fleet Management Division,Maint & Repair - Equipment,-1150.0,15000.0,
General Fund,Administration Services,Fleet Management Division,Maint & Repair - Buildings,-59000.0,5000.0,
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Cemetary Interment Fees,0.0,35000.0,
General Fund,Planning & Development,Planning Services Division,License&Permits Street Vendors,0.0,10000.0,
General Fund,Planning & Development,Planning Services Division,General Business Priv Lic,-205000.0,-0.0,
Parking Services Fund,Transportation,Parking Garage Divison,Fines & Fees Pkng Gar Monthly,0.0,550000.0,
Parking Services Fund,Transportation,Parking Garage Divison,Fines & Fees After Hrs Parking,175000.0,525000.0,
Parking Services Fund,Transportation,Parking Garage Divison,Fines & Fees Pkng Gar Transnt,175000.0,750000.0,
Parking Services Fund,Transportation,Parking Garage Divison,Fines & Fees Pkng Gar Sp Evnts,25000.0,225000.0,
General Fund,Planning & Development,Planning Services Division,License&Permits Sign Permit,0.0,62000.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Rental/Lease,-5000.0,3500.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Contracted Services,-19247.0,726.0,
Water Services Fund,Water,Water Production Division,Supplies - Chemical & Lab,-168006.0,530000.0,
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Purchases for Resale,-2000.0,8000.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Tipping Fees,-3000.0,26000.0,
General Fund,Information Technology,IT Administration Division,Contracted Services,10000.0,10000.0,
General Fund,Planning & Development,Planning Services Division,All Other Expenses,-11681.0,28015.0,
Water Services Fund,Water,Water General Operations Div,Approp Fund Bal Res for Enc,-1003979.0,-0.0,
Water Services Fund,Water,Water General Operations Div,Appropriated Fund Balance,175907.0,175907.0,
Water Services Fund,Water,Water General Operations Div,Sale of Capital Assets,46295.0,46295.0,
General Fund,Planning & Development,Planning Services Division,Charges to Other Funds,-14000.0,-0.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Restrictd Intergv State Grants,-3917.0,-0.0,
Street Cut Utility Fund,Public Works,Street Cuts Division,Installment Purch Proceed,100000.0,100000.0,
Health Insurance Fund,Human Resources,Health Clinic Services,Supplies - Other,24440.0,24440.0,
Water Services Fund,Water,Water Production Division,Compensation - Overtime,-95.0,7702.0,
General Fund,Public Works,Streets & Sidewalks Division,Materials,-515.0,10000.0,
Water Services Fund,Water,Water Production Division,Compensation - Full Time Reg,-38354.0,152712.0,
General Fund,Parks Rec & Cultural Arts,Business Services Division,Services - Postage,-5000.0,3000.0,
Water Services Fund,Water,Meter Services Division,Maintenance and Repairs,-1000.0,1000.0,
Water Services Fund,Water,Meter Services Division,Maint & Repair - Equipment,-700.0,1500.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Full Time Reg,25597.0,78097.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Part Time,14299.0,39299.0,
Water Services Fund,Water,Water Production Division,Group Insurance Expense,55893.0,83664.0,
General Fund,Public Works,Streets & Sidewalks Division,Fleet Fuel Charges,42757.0,46067.0,
General Fund,Administration Services,Community Relations,All Other Expenses,-14950.0,8150.0,
General Fund,Public Works,Streets & Sidewalks Division,Fleet Maintenance Charges,66916.0,72862.0,
General Fund,Parks Rec & Cultural Arts,Business Services Division,Supplies - Other,-4000.0,6000.0,
Parking Services Fund,Transportation,Parking Services Division,Group Insurance Expense,-13717.0,97608.0,
General Fund,Finance,Risk Management Division,All Other Expenses,-6138.0,17350.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Class Participation Fees,1000.0,8000.0,
Water Services Fund,Water,Water Production Division,Employer - 401(K),-3515.0,15800.0,
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,Employer - LGERS,-14416.0,0.0,
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,Employer - 401(K),-10474.0,0.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Contracted Services,7337.0,44600.0,
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Contracted Services,-255.0,13000.0,
Water Services Fund,Water,Meter Services Division,Compensation - Overtime,-9110.0,26240.0,
Parking Services Fund,Transportation,Parking Services Division,All Other Revenues,300.0,2800.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Rental/Lease,5000.0,9500.0,
General Fund,Transportation,Transportation Admin Div,All Other Expenses,8076.0,35981.0,
General Fund,Information Technology,Technical Services Division,Rental/Lease,-1602.0,0.0,
General Fund,Information Technology,Technical Services Division,Rental/Lease - Computers,-9.0,0.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Utility Charges,2042649.0,4782372.0,
General Fund,Information Technology,Technical Services Division,Contracted Services,8234.0,82100.0,
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,FICA Tax Expense,-16026.0,0.0,
Water Services Fund,Water,Water Production Division,Employer - LGERS,-4229.0,22341.0,
Water Services Fund,Water,Water Production Division,FICA Tax Expense,-4918.0,24633.0,
Mass Transit Fund,Transportation,Transit Operations Division,Oper Transfers from General Fd,715251.0,1700546.0,
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,Training,-3556.0,0.0,
General Fund,Transportation,Traffic Engineering Division,Electricity,0.0,18600.0,
Civic Center Fund,Civic Center,Civic Center Administration,Compensation - Full Time Reg,31581.0,211631.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Compensation - Full Time Reg,150338.0,514948.0,
Water Services Fund,Water,Water Administration,Group Insurance Expense,8778.0,74368.0,
Parking Services Fund,Transportation,Parking Garage Divison,Transfer to General Fund,-120000.0,0.0,
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,Group Insurance Expense,-41743.0,0.0,
Water Services Fund,Water,Meter Services Division,Compensation - Temp/Seasonal,-14000.0,0.0,
General Fund,Transportation,Traffic Engineering Division,Maintenance and Repairs,-1000.0,11500.0,
Water Services Fund,Water,Meter Services Division,Compensation - Full Time Reg,254357.0,786725.0,
General Fund,Economic Development,Economic Development Division,Compensation - Full Time Reg,105749.0,302958.0,
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Admission Fees,0.0,70000.0,
Water Services Fund,Water,Water Administration,FICA Tax Expense,641.0,41427.0,
Water Services Fund,Water,Water Administration,Employer - LGERS,568.0,38289.0,
Water Services Fund,Water,Water Administration,Employer - 401(K),-403.0,27076.0,
Parking Services Fund,Transportation,Parking Services Division,Employer - 401(K),2461.0,18242.0,
Water Services Fund,Water,Maintenance & Repairs Division,Employer - 401(K),-11585.0,80450.0,
Parking Services Fund,Transportation,Parking Services Division,Employer - LGERS,4079.0,25794.0,
Water Services Fund,Water,Maintenance & Repairs Division,Employer - LGERS,-11959.0,113756.0,
Parking Services Fund,Transportation,Parking Services Division,FICA Tax Expense,3765.0,27910.0,
Water Services Fund,Water,Maintenance & Repairs Division,FICA Tax Expense,-8623.0,123088.0,
Water Services Fund,Water,Meter Services Division,Materials - Water Meter Maint.,31876.0,200000.0,
General Fund,Administration Services,Building Maintenance,Fleet Fuel Charges,1289.0,15584.0,
Mass Transit Fund,Transportation,Transit Administration Div,Group Insurance Expense,862.0,27888.0,
