LEVEL1,LEVEL2,LEVEL3,TOOLTIP,SOURCE,SOURCE URL,2010,2011,2012,2013,2014,LEVEL
Water Services Fund,Water/Water Production Division,Employer - 401(K),,,,0.0,3141.05,7327.76,8218.0,7517.0,3
Water Services Fund,Water/Water Production Division,FICA Tax Expense,,,,0.0,4525.3,10670.58,12574.0,11500.0,3
Water Services Fund,Water/Water Production Division,Contracted Services,,,,0.0,4981.8,19986.75,19436.0,21900.0,3
Water Services Fund,Water/Water Production Division,Cont Ser - Maint & Rep - Equip,,,,0.0,8317.42,12420.27,33888.0,70000.0,3
Water Services Fund,Water/Water Production Division,Employer - LGERS,,,,0.0,4026.85,10083.0,11306.0,10629.0,3
Water Services Fund,Water/Water Production Division,Maint & Repair - Equipment,,,,6047.61,54065.0,112309.53,42548.0,40000.0,3
Water Services Fund,Water/Water Production Division,Maint & Repair - Equipment,,,,2012.3,8201.56,15794.48,17000.0,15000.0,3
Water Services Fund,Water/Water Production Division,Fleet Maintenance Charges,,,,76986.47,73180.32,33573.68,41000.0,35034.0,3
Water Services Fund,Water/Water Production Division,Fleet Fuel Charges,,,,0.0,0.0,53904.87,36000.0,29654.0,3
Water Services Fund,Water/Water Production Division,Other Fleet Charges,,,,0.0,0.0,26025.72,24459.0,26000.0,3
Water Services Fund,Water/Water Production Division,Licenses Taxes & Fees,,,,0.0,860.0,1066.0,1100.0,20000.0,3
Water Services Fund,Water/Water Production Division,Group Insurance Expense,,,,0.0,0.0,0.0,27771.0,83664.0,3
Water Services Fund,Water/Water Production Division,Compensation - Overtime,,,,0.0,6162.81,18496.41,21387.0,14373.0,3
Water Services Fund,Water/Water Production Division,Compensation - Temp/Seasonal,,,,0.0,0.0,0.0,17711.0,6000.0,3
Water Services Fund,Water/Water Production Division,Compensation - Full Time Reg,,,,0.0,174759.78,360395.33,365870.0,366304.0,3
Water Services Fund,Water/Water Production Division,Licenses Taxes & Fees,,,,0.0,1047.0,1225.0,1382.0,22500.0,3
Water Services Fund,Water/Water Production Division,Telephone,,,,0.0,59014.57,27064.49,30500.0,8000.0,3
Water Services Fund,Water/Water Production Division,Compensation - Overtime,,,,0.0,6892.62,9786.62,15598.0,10384.0,3
Water Services Fund,Water/Water Production Division,Supplies - Other,,,,0.0,1590.62,1965.07,12700.0,15000.0,3
Water Services Fund,Water/Water Production Division,Maint & Repair - Buildings,,,,648.98,1826.06,3033.17,5000.0,19000.0,3
Water Services Fund,Water/Water Production Division,Cont Ser - Maint & Rep - Build,,,,0.0,0.0,5510.55,8000.0,7000.0,3
Water Services Fund,Water/Water Production Division,Maint & Repair - Equipment,,,,4084.61,16717.06,29431.3,18000.0,18000.0,3
Water Services Fund,Water/Water Production Division,Supplies - Chemical & Lab,,,,5071.8,42969.92,63018.74,53000.0,83000.0,3
Water Services Fund,Water/Water Production Division,Supplies - Uniforms,,,,9325.3,5899.34,5860.57,12000.0,12000.0,3
Water Services Fund,Water/Water Production Division,Employer - 401(K),,,,0.0,9118.96,15220.72,19315.0,15800.0,3
Water Services Fund,Water/Water Production Division,Materials,,,,29538.12,6815.23,0.0,1000.0,500.0,3
Water Services Fund,Water/Water Production Division,Compensation - Full Time Reg,,,,0.0,176214.88,285916.56,351506.0,301624.0,3
Water Services Fund,Water/Water Production Division,Maint & Repair - Buildings,,,,0.0,0.0,0.0,10000.0,5000.0,3
Water Services Fund,Water/Water Production Division,Supplies - Other,,,,35226.99,3772.63,7779.25,6450.0,7000.0,3
Water Services Fund,Water/Water Production Division,Supplies - Chemical & Lab,,,,872588.44,117502.55,49988.4,4100.0,0.0,3
Water Services Fund,Water/Water Production Division,Training,,,,11372.77,4394.54,4523.21,11850.0,7000.0,3
Water Services Fund,Water/Water Production Division,Dues & Subscriptions,,,,265.0,17341.0,18651.49,18100.0,19950.0,3
Water Services Fund,Water/Water Production Division,Contracted Services,,,,0.0,1998.36,5409.25,6000.0,44200.0,3
Water Services Fund,Water/Water Production Division,Contracted Services,,,,0.0,14679.72,11168.0,34982.0,52500.0,3
Water Services Fund,Water/Water Production Division,Electricity,,,,128777.06,336908.63,351680.28,335000.0,350000.0,3
Water Services Fund,Water/Water Production Division,Telephone,,,,0.0,38170.93,86038.64,87200.0,90000.0,3
Water Services Fund,Water/Water Production Division,Electricity,,,,9937.33,27394.33,26603.37,36000.0,32000.0,3
Water Services Fund,Water/Water Production Division,Supplies - Chemical & Lab,,,,25426.58,164129.47,181488.5,307482.0,180000.0,3
Water Services Fund,Water/Water Production Division,Sewer,,,,19220.0,0.0,0.0,47000.0,49440.0,3
Water Services Fund,Water/Water Production Division,Group Insurance Expense,,,,0.0,0.0,0.0,21429.0,37184.0,3
Water Services Fund,Water/Water Production Division,Sewer,,,,4960.0,0.0,0.0,14400.0,13390.0,3
Water Services Fund,Water/Water Production Division,Employer - LGERS,,,,0.0,11666.73,20943.59,26570.0,22341.0,3
Water Services Fund,Water/Water Production Division,FICA Tax Expense,,,,0.0,13294.76,22097.7,29551.0,24633.0,3
Water Services Fund,Water/Water Production Division,Natural Gas,,,,1784.35,0.0,277.05,20000.0,15000.0,3
Water Services Fund,Water/Water Production Division Total,,,,,4781423.460000001,4351195.719999999,4678259.050000001,5603066.0,5327177.0,2
Water Services Fund,Water/Water Conservation Division,Contracted Services,,,,10606.06,16920.66,3913.0,3000.0,0.0,3
Water Services Fund,Water/Water Conservation Division,All Other Expenses,,,,0.0,1684.13,1014.0999999999999,4040.0,0.0,3
Water Services Fund,Water/Water Conservation Division Total,,,,,10606.06,18604.79,4927.1,7040.0,0.0,2
Water Services Fund,Water/Meter Services Division,Employer - 401(K),,,,29192.41,27547.03,23277.24,28227.0,40664.0,3
Water Services Fund,Water/Meter Services Division,Cellular Usage,,,,5586.51,6710.49,8492.49,10332.0,14000.0,3
Water Services Fund,Water/Meter Services Division,Compensation - Full Time Reg,,,,0.0,20702.23,72779.02,74689.0,75475.0,3
Water Services Fund,Water/Meter Services Division,Maintenance and Repairs,,,,-210070.0,1081.5,497.0,2000.0,1000.0,3
Water Services Fund,Water/Meter Services Division,Materials - Water Meter Maint.,,,,75887.89,204356.19,118271.11,168124.0,200000.0,3
Water Services Fund,Water/Meter Services Division,Maint & Repair - Equipment,,,,12783.17,15492.2,0.0,2200.0,1500.0,3
Water Services Fund,Water/Meter Services Division,Supplies - Other,,,,10780.76,10574.81,24840.4,19920.0,25000.0,3
Water Services Fund,Water/Meter Services Division,Compensation - Temp/Seasonal,,,,0.0,2589.2,18376.8,14000.0,0.0,3
Water Services Fund,Water/Meter Services Division,All Other Expenses,,,,13307.77,14078.25,31557.82,33738.0,28668.0,3
Water Services Fund,Water/Meter Services Division,Compensation - Overtime,,,,33807.08,36278.64,39287.85,35350.0,26240.0,3
Water Services Fund,Water/Meter Services Division,Materials,,,,54714.58,139907.68,74766.45,80000.0,90000.0,3
Water Services Fund,Water/Meter Services Division,Compensation - Full Time Reg,,,,583195.81,518829.15,429053.98,532368.0,786725.0,3
Water Services Fund,Water/Meter Services Division,Group Insurance Expense,,,,0.0,0.0,0.0,7866.0,18592.0,3
Water Services Fund,Water/Meter Services Division,Supplies - Safety Equipment,,,,3245.8,2608.91,2459.16,10431.0,3000.0,3
Water Services Fund,Water/Meter Services Division,FICA Tax Expense,,,,44955.64,40571.47,35462.5,41192.0,62215.0,3
Water Services Fund,Water/Meter Services Division,Group Insurance Expense,,,,120930.0,160641.0,160641.0,160161.0,213808.0,3
Water Services Fund,Water/Meter Services Division,Employer - LGERS,,,,28484.7,35096.43,32028.99,38825.0,57498.0,3
Water Services Fund,Water/Meter Services Division,Fleet Fuel Charges,,,,0.0,0.0,66945.05,70000.0,94612.0,3
Water Services Fund,Water/Meter Services Division,Licenses Taxes & Fees,,,,0.0,0.0,14104.92,15000.0,0.0,3
Water Services Fund,Water/Meter Services Division,Fleet Maintenance Charges,,,,99105.59,109842.41,47721.82,50000.0,78146.0,3
Water Services Fund,Water/Meter Services Division Total,,,,,905907.7100000001,1346907.59,1200563.5999999999,1394423.0,1817143.0,2
Water Services Fund Total,,,,,,3.014136886E7,2.9780842440000005E7,3.044338425000002E7,3.4602731E7,3.4656358E7,1
Property and Liability Fund,Administration Services/General Insurance and Bonds,Compensation - Full Time Reg,,,,0.0,0.0,0.0,0.0,49029.0,3
Property and Liability Fund,Administration Services/General Insurance and Bonds,Insurance - Premiums,,,,0.0,0.0,0.0,0.0,990000.0,3
Property and Liability Fund,Administration Services/General Insurance and Bonds,Administration Fees,,,,0.0,0.0,0.0,0.0,50000.0,3
Property and Liability Fund,Administration Services/General Insurance and Bonds,Legal Services,,,,0.0,0.0,0.0,0.0,200000.0,3
Property and Liability Fund,Administration Services/General Insurance and Bonds,Insurance - Claims,,,,0.0,0.0,0.0,0.0,900000.0,3
Property and Liability Fund,Administration Services/General Insurance and Bonds,All Other Expenses,,,,0.0,0.0,0.0,0.0,15268.0,3
Property and Liability Fund,Administration Services/General Insurance and Bonds Total,,,,,0.0,0.0,0.0,0.0,2204297.0,2
Property and Liability Fund Total,,,,,,0.0,0.0,0.0,0.0,2204297.0,1
Mass Transit Fund,Transportation/Transit Administration Div,All Other Expenses,,,,18087.59,9587.850000000002,20145.33,12227.0,22800.0,3
Mass Transit Fund,Transportation/Transit Administration Div,Group Insurance Expense,,,,20155.0,26774.0,27026.0,27026.0,27888.0,3
Mass Transit Fund,Transportation/Transit Administration Div,Compensation - Temp/Seasonal,,,,750.0,750.0,900.0,0.0,30333.0,3
Mass Transit Fund,Transportation/Transit Administration Div,Charges - Cost Allocations,,,,0.0,0.0,0.0,0.0,69461.0,3
Mass Transit Fund,Transportation/Transit Administration Div,FICA Tax Expense,,,,11259.04,11333.49,11263.52,11668.0,14717.0,3
Mass Transit Fund,Transportation/Transit Administration Div,Compensation - Full Time Reg,,,,151381.89,151539.86,151428.78,152510.0,160994.0,3
Mass Transit Fund,Transportation/Transit Administration Div,Employer - LGERS,,,,7383.28,9642.43,10418.26,10493.0,11457.0,3
Mass Transit Fund,Transportation/Transit Administration Div,Employer - 401(K),,,,7561.94,7561.95,7571.39,7626.0,8103.0,3
Mass Transit Fund,Transportation/Transit Administration Div,Mach & Equipment,,,,0.0,0.0,0.0,10446.0,0.0,3
Mass Transit Fund,Transportation/Transit Administration Div,Materials,,,,1863.59,32.21,100.98,9855.0,500.0,3
Mass Transit Fund,Transportation/Transit Administration Div,Insurance & Bonds,,,,108829.0,108829.0,108829.0,108829.0,93785.0,3
Mass Transit Fund,Transportation/Transit Administration Div,Contracted Services,,,,500.0,645.0,342.12,8225.0,9000.0,3
Mass Transit Fund,Transportation/Transit Administration Div,Transit Pass Through Grant,,,,356943.19,161051.0,419967.0,549251.0,553500.0,3
Mass Transit Fund,Transportation/Transit Administration Div,Radio Charges,,,,10020.95,7680.0,8075.4,11000.0,11173.0,3
Mass Transit Fund,Transportation/Transit Administration Div,Professional Services,,,,23472.79,0.0,0.0,4800.0,0.0,3
Mass Transit Fund,Transportation/Transit Administration Div Total,,,,,718208.26,495426.79,766067.78,923956.0,1013711.0,2
Mass Transit Fund,Transportation/Transit Operations Division,Maint & Repair - Buildings,,,,0.0,0.0,0.0,54349.0,0.0,3
Mass Transit Fund,Transportation/Transit Operations Division,Maint & Repair - Equipment,,,,0.0,0.0,0.0,18597.0,0.0,3
Mass Transit Fund,Transportation/Transit Operations Division,All Other Expenses,,,,0.0,0.0,0.0,17653.0,0.0,3
Mass Transit Fund,Transportation/Transit Operations Division,Fleet Fuel Charges,,,,0.0,0.0,0.0,387601.0,0.0,3
Mass Transit Fund,Transportation/Transit Operations Division,Contracted Services,,,,0.0,0.0,0.0,36162.0,0.0,3
Mass Transit Fund,Transportation/Transit Operations Division,Dues & Subscriptions,,,,0.0,0.0,0.0,9456.0,0.0,3
Mass Transit Fund,Transportation/Transit Operations Division,Electricity,,,,0.0,0.0,0.0,13917.0,0.0,3
Mass Transit Fund,Transportation/Transit Operations Division,Mach & Equipment,,,,0.0,5030.0,6734.83,39639.0,0.0,3
Mass Transit Fund,Transportation/Transit Operations Division,Transit Monthly Management Fee,,,,135200.04,140607.96,195054.54,248463.0,267650.0,3
Mass Transit Fund,Transportation/Transit Operations Division,Transit Operations Charge,,,,4318294.86,4569834.63,4437639.0,3947531.0,5086790.0,3
Mass Transit Fund,Transportation/Transit Operations Division,Supplies - Fleet Parts,,,,0.0,0.0,0.0,102939.0,0.0,3
Mass Transit Fund,Transportation/Transit Operations Division Total,,,,,4453494.9,4715472.59,4639428.37,4876307.0,5354440.0,2
Mass Transit Fund Total,,,,,,5171703.16,5210899.38,5405496.150000001,5800263.0,6368151.0,1
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Maintenance and Repairs,,,,0.0,0.0,0.0,40000.0,40000.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,All Other Expenses,,,,4968.849999999999,4235.91,21969.190000000002,47876.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Purchases for Resale,,,,0.0,0.0,52543.53,57429.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Awarded Grants,,,,0.0,0.0,45000.0,46000.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Training,,,,4385.71,8193.73,10828.55,3556.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Compensation - Temp/Seasonal,,,,625.0,9539.35,27241.45,18339.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Compensation - Part Time,,,,4215.04,544.37,26909.05,19811.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Compensation - Full Time Reg,,,,155843.69,114854.57,162120.13,167420.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Employer - LGERS,,,,7871.38,7363.08,13035.95,14416.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Employer - 401(K),,,,8107.43,5769.89,9473.79,10474.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Materials,,,,0.0,0.0,26818.53,22511.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,FICA Tax Expense,,,,12005.53,9278.58,15487.53,16026.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Group Insurance Expense,,,,26874.0,26773.0,53547.0,41743.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Training,,,,0.0,0.0,13345.86,20621.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Rental/Lease,,,,0.0,0.0,70271.72,75782.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Contracted Services,,,,44670.0,19334.29,7352.47,31088.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Rental/Lease,,,,0.0,-16774.03,150.0,1500.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Materials,,,,65.0,8838.3,865.65,9000.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Contracted Services,,,,0.0,0.0,21913.32,17700.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Contracted Services,,,,0.0,0.0,295909.83,315315.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Supplies - Other,,,,1256.36,17027.94,16439.92,8438.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division,Dues & Subscriptions,,,,3053.14,7846.78,2763.32,4905.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Cultural Arts Division Total,,,,,273941.13,222825.76,893986.79,989950.0,40000.0,2
General Fund,Planning & Development/Historic Resources Division,Compensation - Part Time,,,,0.0,0.0,19153.98,25374.0,33352.0,3
General Fund,Planning & Development/Historic Resources Division,FICA Tax Expense,,,,7940.34,7487.4,6117.08,6909.0,7652.0,3
General Fund,Planning & Development/Historic Resources Division,Compensation - Full Time Reg,,,,106056.51,99338.83,62653.27,64748.0,66669.0,3
General Fund,Planning & Development/Historic Resources Division,Group Insurance Expense,,,,13437.0,17849.0,17849.0,13182.0,16268.0,3
General Fund,Planning & Development/Historic Resources Division,All Other Expenses,,,,17114.989999999998,18817.61,19505.81,21521.0,22602.0,3
General Fund,Planning & Development/Historic Resources Division Total,,,,,144548.84,143492.84,125279.14,131734.0,146543.0,2
General Fund,Human Resources/Health Clinic Services,Contracted Services,,,,15791.88,10160.83,4881.23,2795.0,0.0,3
General Fund,Human Resources/Health Clinic Services,All Other Expenses,,,,4237.5,3055.94,13.35,27.0,0.0,3
General Fund,Human Resources/Health Clinic Services Total,,,,,20029.379999999997,13216.77,4894.58,2822.0,0.0,2
General Fund,Public Works/Street Lighting Division,Street Lighting,,,,1752941.13,1681719.36,1574068.14,1556548.0,1331000.0,3
General Fund,Public Works/Street Lighting Division,Contracted Services,,,,21967.47,11517.82,34457.95,29582.0,25000.0,3
General Fund,Public Works/Street Lighting Division,Contingencies,,,,0.0,0.0,0.0,46670.0,0.0,3
General Fund,Public Works/Street Lighting Division Total,,,,,1774908.5999999999,1693237.1800000002,1608526.0899999999,1632800.0,1356000.0,2
General Fund,Public Works/Streets & Sidewalks Division,Contra Non-Labor - Powell Bill,,,,0.0,0.0,0.0,-56337.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Fleet Maintenance Charges,,,,39850.55,51759.81,15717.06,26020.0,20000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Fleet Fuel Charges,,,,0.0,0.0,16007.51,26749.0,28207.0,3
General Fund,Public Works/Streets & Sidewalks Division,Materials,,,,6493.24,5148.87,17070.57,10515.0,10000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Contra Salaries and Wages-PB,,,,0.0,0.0,0.0,-238088.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Contra Non-Labor - Powell Bill,,,,0.0,0.0,0.0,-55026.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Training,,,,9311.93,1445.42,4159.69,2580.0,2000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Group Insurance Expense,,,,26374.0,102270.0,98170.0,98170.0,83664.0,3
General Fund,Public Works/Streets & Sidewalks Division,Employer - 401(K),,,,11624.28,17117.57,15662.2,12370.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Employer - 401(K),,,,44988.75,7763.17,7389.09,8441.0,7985.0,3
General Fund,Public Works/Streets & Sidewalks Division,Fleet Maintenance Charges,,,,105270.71,130103.19,35767.53,25881.0,46000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Employer - 401(K),,,,0.0,3071.86,5582.86,6370.0,8300.0,3
General Fund,Public Works/Streets & Sidewalks Division,Fleet Fuel Charges,,,,0.0,0.0,30332.53,929.0,15000.0,3
General Fund,Public Works/Streets & Sidewalks Division,FICA Tax Expense,,,,64120.82,11808.05,10830.07,11652.0,12217.0,3
General Fund,Public Works/Streets & Sidewalks Division,Employer - LGERS,,,,44243.76,10042.12,10063.36,11418.0,11291.0,3
General Fund,Public Works/Streets & Sidewalks Division,FICA Tax Expense,,,,0.0,4376.85,8172.25,9344.0,12700.0,3
General Fund,Public Works/Streets & Sidewalks Division,Employer - LGERS,,,,0.0,3840.44,7682.08,8636.0,11737.0,3
General Fund,Public Works/Streets & Sidewalks Division,FICA Tax Expense,,,,16883.94,24615.28,22597.48,18296.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Contra Salaries and Wages-PB,,,,0.0,0.0,0.0,-142688.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Employer - LGERS,,,,11215.83,21822.06,21847.1,17627.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Compensation - Overtime,,,,27785.17,22365.2,17448.55,16151.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Materials,,,,0.0,15196.33,16960.52,4000.0,19300.0,3
General Fund,Public Works/Streets & Sidewalks Division,Group Insurance Expense,,,,7830.0,37698.0,35698.0,35698.0,92960.0,3
General Fund,Public Works/Streets & Sidewalks Division,Contracted Services,,,,0.0,0.0,0.0,0.0,20000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Materials,,,,21857.72,11347.56,43739.7,35477.0,100000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Compensation - Full Time Reg,,,,203654.61,320499.66,301269.15,252807.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,FICA Tax Expense,,,,14499.72,24710.82,21082.1,21623.0,23558.0,3
General Fund,Public Works/Streets & Sidewalks Division,Employer - LGERS,,,,9687.32,21579.97,20249.97,19993.0,21772.0,3
General Fund,Public Works/Streets & Sidewalks Division,Group Insurance Expense,,,,33923.0,106951.0,120302.0,99144.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Rental/Lease,,,,0.0,0.0,0.0,11383.0,13000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Contra Non-Labor - Powell Bill,,,,0.0,0.0,0.0,-678961.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Professional Services,,,,28740.35,17187.75,490.5,2885.0,500.0,3
General Fund,Public Works/Streets & Sidewalks Division,Compensation - Full Time Reg,,,,0.0,57085.62,105262.47,117513.0,155607.0,3
General Fund,Public Works/Streets & Sidewalks Division,Contracted Services,,,,0.0,5649.0,478.51,0.0,100000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Group Insurance Expense,,,,260685.0,18879.0,26774.0,25917.0,23333.0,3
General Fund,Public Works/Streets & Sidewalks Division,Fleet Fuel Charges,,,,0.0,0.0,8972.49,3310.0,46067.0,3
General Fund,Public Works/Streets & Sidewalks Division,Contra Salaries and Wages-PB,,,,0.0,0.0,0.0,-27186.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Fleet Maintenance Charges,,,,14795.12,23931.5,13418.03,5946.0,72862.0,3
General Fund,Public Works/Streets & Sidewalks Division,Employer - 401(K),,,,10027.01,16928.16,14716.47,14762.0,15397.0,3
General Fund,Public Works/Streets & Sidewalks Division,Compensation - Overtime,,,,0.0,4102.17,6381.33,9199.0,10000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Professional Services,,,,0.0,16374.35,0.0,12900.0,5000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Compensation - Full Time Reg,,,,50258.86,73156.88,69766.83,67138.0,334414.0,3
General Fund,Public Works/Streets & Sidewalks Division,Contra Salaries and Wages-PB,,,,0.0,0.0,0.0,-70562.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Fleet Maintenance Charges,,,,0.0,7243.22,5565.14,11006.0,2000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Materials,,,,190994.53,4467.72,1135.5,2615.0,2230.0,3
General Fund,Public Works/Streets & Sidewalks Division,Compensation - Overtime,,,,21064.16,15591.45,4261.18,9158.0,8500.0,3
General Fund,Public Works/Streets & Sidewalks Division,Compensation - Full Time Reg,,,,179294.93,325072.2,289411.14,285002.0,298446.0,3
General Fund,Public Works/Streets & Sidewalks Division,Compensation - Overtime,,,,6171.33,40743.47,2473.88,5700.0,15000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Contracted Services,,,,0.0,1718.9,7906.5,1175094.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,All Other Expenses,,,,25491.61,40781.920000000006,84684.89,75743.0,71049.0,3
General Fund,Public Works/Streets & Sidewalks Division,Contra Salaries and Wages-PB,,,,0.0,0.0,0.0,-49007.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Supplies - Other,,,,0.0,4088.98,4251.62,4750.0,9600.0,3
General Fund,Public Works/Streets & Sidewalks Division,Fleet Maintenance Charges,,,,0.0,10203.08,690.87,1881.0,26000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Employer - LGERS,,,,2721.99,5036.93,4979.25,4864.0,24742.0,3
General Fund,Public Works/Streets & Sidewalks Division,Tipping Fees,,,,0.0,40632.77,35321.76,6117.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Materials,,,,0.0,3839.5,6353.53,9077.0,8500.0,3
General Fund,Public Works/Streets & Sidewalks Division,FICA Tax Expense,,,,3911.98,5779.08,5211.45,5292.0,26772.0,3
General Fund,Public Works/Streets & Sidewalks Division,Employer - 401(K),,,,2823.66,3951.28,3618.6,3598.0,17498.0,3
General Fund,Public Works/Streets & Sidewalks Division,Supplies - Other,,,,17171.58,8628.86,8382.1,5827.0,5000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Fleet Maintenance Charges,,,,78229.94,119481.73,117476.1,107532.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Fleet Fuel Charges,,,,0.0,0.0,52126.86,47456.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Materials,,,,145541.92,147335.51,16005.35,6726.0,150000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Tipping Fees,,,,2400.0,3518.0,3628.0,0.0,16000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Materials,,,,29609.14,59580.67,451449.0,468087.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Contracted Services,,,,0.0,0.0,0.0,40500.0,817000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Cellular Usage,,,,8530.54,2297.07,2426.73,2800.0,2500.0,3
General Fund,Public Works/Streets & Sidewalks Division,Supplies - Other,,,,0.0,1080.68,0.0,0.0,20000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Professional Services,,,,0.0,0.0,31709.25,4291.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Contracted Services,,,,0.0,14943.88,0.0,9000.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Group Insurance Expense,,,,0.0,9326.0,0.0,10085.0,55776.0,3
General Fund,Public Works/Streets & Sidewalks Division,Compensation - Full Time Reg,,,,830350.36,144836.1,143111.05,163084.0,153698.0,3
General Fund,Public Works/Streets & Sidewalks Division,Compensation - Overtime,,,,40572.47,6730.01,2764.33,5715.0,6000.0,3
General Fund,Public Works/Streets & Sidewalks Division,Supplies - Other,,,,1933.21,4353.15,9033.72,8500.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division,Contra Non-Labor - Powell Bill,,,,0.0,0.0,0.0,-75573.0,0.0,3
General Fund,Public Works/Streets & Sidewalks Division Total,,,,,2650935.0400000005,2220089.8200000003,2444039.800000001,2136916.0,3059182.0,2
General Fund,Transportation/Transportation Admin Div,FICA Tax Expense,,,,22416.42,9735.36,8349.08,8882.0,9296.0,3
General Fund,Transportation/Transportation Admin Div,Contracted Services,,,,0.0,3113.5,7722.23,400.0,1350.0,3
General Fund,Transportation/Transportation Admin Div,Compensation - Full Time Reg,,,,268400.72,133413.53,111860.61,114943.0,120466.0,3
General Fund,Transportation/Transportation Admin Div,Insurance & Bonds,,,,0.0,0.0,0.0,6595.0,12307.0,3
General Fund,Transportation/Transportation Admin Div,All Other Expenses,,,,31689.87,26060.58,21190.700000000004,27905.0,35981.0,3
General Fund,Transportation/Transportation Admin Div,Group Insurance Expense,,,,69154.0,15617.0,15617.0,15576.0,24789.0,3
General Fund,Transportation/Transportation Admin Div,Employer - LGERS,,,,13058.59,8400.39,7696.03,7984.0,8592.0,3
General Fund,Transportation/Transportation Admin Div,Services - Copying and Dupl,,,,16131.02,2330.05,1876.94,8881.0,4000.0,3
General Fund,Transportation/Transportation Admin Div,Employer - 401(K),,,,13482.81,6591.75,5593.07,5804.0,6076.0,3
General Fund,Transportation/Transportation Admin Div Total,,,,,434333.43,205262.15999999997,179905.66,196970.0,222857.0,2
General Fund,Parks Rec & Cultural Arts/Parks Administration Division,FICA Tax Expense,,,,13992.42,13650.98,13004.8,14133.0,14533.0,3
