LEVEL1,LEVEL2,LEVEL3,TOOLTIP,SOURCE,SOURCE URL,2010,2011,2012,2013,2014,LEVEL
General Fund,Police/Police Administration Division,Fines & Fees Court Fees,,,,31461.25,41159.02,24374.1,35000.0,24000.0,3
General Fund,Police/Police Administration Division,All Other Revenues,,,,-950.0,369.87,-4414.19,1500.0,4400.0,3
General Fund,Police/Police Administration Division,Impoundment Fees,,,,-0.0,-0.0,-0.0,-0.0,35000.0,3
General Fund,Police/Police Administration Division,License&Permits Dogs,,,,-0.0,-0.0,-0.0,-0.0,40000.0,3
General Fund,Police/Police Administration Division,Fines & Fees False Alarms,,,,-0.0,-0.0,-0.0,-0.0,36000.0,3
General Fund,Police/Police Administration Division,Wrecker Company Fees,,,,-0.0,-0.0,-0.0,-0.0,24000.0,3
General Fund,Police/Police Administration Division Total,,,,,30511.25,41528.89,19959.91,36500.0,163400.0,2
General Fund,Transportation/Traffic Engineering Division,Bldg Permits & Insp Driveways,,,,-0.0,-0.0,-400.0,7500.0,-0.0,3
General Fund,Transportation/Traffic Engineering Division,All Other Revenues,,,,1454.73,2335.65,3565.44,3050.0,0.0,3
General Fund,Transportation/Traffic Engineering Division,Street Closing Fees,,,,8289.88,5137.5,5625.0,6000.0,6000.0,3
General Fund,Transportation/Traffic Engineering Division Total,,,,,9744.609999999999,7473.15,8790.44,16550.0,6000.0,2
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Private Donations,,,,10600.0,5400.0,-0.0,7487.0,-0.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Rents - Rental Income,,,,-0.0,13826.5,26798.5,10000.0,15000.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Restrictd Intergv County Parti,,,,-0.0,150000.0,127500.0,150000.0,127500.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division Total,,,,,10600.0,169226.5,154298.5,167487.0,142500.0,2
General Fund,Building Safety/Permitting & Inspections Div,Working With Out a Permit,,,,7375.0,8650.0,11400.0,7000.0,-0.0,3
General Fund,Building Safety/Permitting & Inspections Div,Bldg Permits & Insp Electrical,,,,315488.94,327704.53,322769.89,327773.0,-0.0,3
General Fund,Building Safety/Permitting & Inspections Div,Bldg Permits & Insp Fees,,,,1083374.94,980376.77,1124565.95,1215933.0,-0.0,3
General Fund,Building Safety/Permitting & Inspections Div,All Other Revenues,,,,24828.739999999998,23509.0,26079.0,25600.0,12000.0,3
General Fund,Building Safety/Permitting & Inspections Div,Temporary Occupancy Utilities,,,,65461.0,55470.0,61225.0,65000.0,-0.0,3
General Fund,Building Safety/Permitting & Inspections Div,Plan Review Fees,,,,205503.38,185697.65,231550.03,220000.0,-0.0,3
General Fund,Building Safety/Permitting & Inspections Div,ABC Inspection Fees,,,,17550.0,16500.0,17925.0,12000.0,-0.0,3
General Fund,Building Safety/Permitting & Inspections Div,Sales and Services,,,,16655.0,26158.68,22948.6,18000.0,16000.0,3
General Fund,Building Safety/Permitting & Inspections Div,Bldg Permits & Insp Mechanical,,,,320047.29,360570.0,316260.5,306627.0,-0.0,3
General Fund,Building Safety/Permitting & Inspections Div,Lic. & Permits - Permit Fees,,,,-0.0,-0.0,-0.0,-0.0,2472158.0,3
General Fund,Building Safety/Permitting & Inspections Div,Lic.&Prmt-W/O Permit Violation,,,,-0.0,-0.0,-0.0,-0.0,8000.0,3
General Fund,Building Safety/Permitting & Inspections Div,Expedite Inspections,,,,1750.0,2800.0,8400.0,2000.0,-0.0,3
General Fund,Building Safety/Permitting & Inspections Div,Chrgs for Serv-Plan Review Fee,,,,-0.0,-0.0,-0.0,-0.0,400000.0,3
General Fund,Building Safety/Permitting & Inspections Div,Lic. & Prmts - Inspection Fees,,,,-0.0,-0.0,-0.0,-0.0,20000.0,3
General Fund,Building Safety/Permitting & Inspections Div,Bldg Permits & Insp Plumbing,,,,124720.6,154500.0,135200.0,132167.0,-0.0,3
General Fund,Building Safety/Permitting & Inspections Div Total,,,,,2182754.89,2141936.63,2278323.9699999997,2332100.0,2928158.0,2
General Fund,Police/Police Support Division,All Other Revenues,,,,6474.7,8972.75,1093.79,7400.0,0.0,3
General Fund,Police/Police Support Division,Wrecker Company Fees,,,,25333.33,24991.18,22995.94,28000.0,-0.0,3
General Fund,Police/Police Support Division,License&Permits Dogs,,,,36768.7,30994.5,39004.5,30000.0,-0.0,3
General Fund,Police/Police Support Division,Fines & Fees False Alarms,,,,7845.0,39970.0,57491.5,30000.0,-0.0,3
General Fund,Police/Police Support Division,Fines & Fees Animal Control Vi,,,,7931.41,592.0,3269.75,1000.0,-0.0,3
General Fund,Police/Police Support Division Total,,,,,84353.14,105520.43,123855.48,96400.0,0.0,2
General Fund,Administration Services/City Hall Operations,All Other Revenues,,,,2400.0,2450.0,2750.0,3000.0,0.0,3
General Fund,Administration Services/City Hall Operations Total,,,,,2400.0,2450.0,2750.0,3000.0,0.0,2
General Fund,Finance/Accounting Division,State Util Franchise Tax,,,,7315397.24,7096584.09,6938508.09,7200000.0,7068000.0,3
General Fund,Finance/Accounting Division,Other Miscellaneous Revenue,,,,12239.41,7847.4,23064.04,-0.0,85000.0,3
General Fund,Finance/Accounting Division,Motor Vehicles Licenses,,,,302448.65,300715.26,312874.95,310000.0,320000.0,3
General Fund,Finance/Accounting Division,All Other Revenues,,,,8733.1,6381.16,10162.34,8700.0,9200.0,3
General Fund,Finance/Accounting Division,State Beer & Wine Taxes,,,,113234.98,352472.21,363888.1,360000.0,365000.0,3
General Fund,Finance/Accounting Division,Income from Investments,,,,263903.69,63755.15,142546.49,225000.0,150000.0,3
General Fund,Finance/Accounting Division,Local Util Fran Tax-CPL,,,,415921.0,393421.01,393421.01,395000.0,395000.0,3
General Fund,Finance/Accounting Division,Heavy Equipment Rental Tax,,,,-0.0,-0.0,100390.02,-0.0,100000.0,3
General Fund,Finance/Accounting Division,Vehicle Rental Tax,,,,388714.94,403391.92,321986.42,400000.0,171000.0,3
General Fund,Finance/Accounting Division,General Business Priv Lic,,,,709536.7,1711389.37,1435370.83,1700000.0,1586202.0,3
General Fund,Finance/Accounting Division,Local Util Fran Fee-Gas,,,,68605.72,63229.01,59702.54,65000.0,65000.0,3
General Fund,Finance/Accounting Division,License&Permits Beer & Wine,,,,9571.75,12695.0,10643.35,10000.0,10000.0,3
General Fund,Finance/Accounting Division,Fines & Fees Return Check Chg,,,,11521.46,10542.25,11338.9,12000.0,12000.0,3
General Fund,Finance/Accounting Division Total,,,,,9619828.64,1.042242383E7,1.012389708E7,1.06857E7,1.0336402E7,2
General Fund,Police/Patrol Division,Restricted Intergov Fed Grants,,,,11467.5,-0.0,-0.0,237086.0,241800.0,3
General Fund,Police/Patrol Division,All Other Revenues,,,,100.0,264.16,7040.0,0.0,5000.0,3
General Fund,Police/Patrol Division,Oth Loc Partic Ashe Hsng Authr,,,,-0.0,-0.0,-0.0,217000.0,221340.0,3
General Fund,Police/Patrol Division Total,,,,,11567.5,264.16,7040.0,454086.0,468140.0,2
General Fund,Finance/Purchasing Operations Division,Other Miscellaneous Revenue,,,,6210.94,54936.14,36217.96,8000.0,8000.0,3
General Fund,Finance/Purchasing Operations Division,Sale of Capital Assets,,,,21933.0,64050.64,331911.63,60000.0,100000.0,3
General Fund,Finance/Purchasing Operations Division Total,,,,,28143.94,118986.78,368129.59,68000.0,108000.0,2
General Fund,Administration Services/Sustainability Division,Energy Efficiency Rebate,,,,-0.0,1625.88,1952.57,23004.0,-0.0,3
General Fund,Administration Services/Sustainability Division,All Other Revenues,,,,1500.0,1800.0,0.0,9952.0,0.0,3
General Fund,Administration Services/Sustainability Division Total,,,,,1500.0,3425.88,1952.57,32956.0,0.0,2
General Fund,Fire & Rescue/Fire Support Services Division,Fire Inspection Fees,,,,232592.56,250884.0,295485.08,329000.0,329000.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Mandatory Fire Inspection Fees,,,,184591.67,248556.71,230955.44,268000.0,268000.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Charges for Services-Skyland,,,,-0.0,-0.0,-0.0,175000.0,187507.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Charges for Services-Haw Creek,,,,-0.0,-0.0,-0.0,85414.0,77782.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Payments in Lieu of Taxes Stat,,,,-0.0,63786.0,90791.0,90000.0,90000.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Fines & Fees Firelane,,,,13680.0,12225.0,8603.79,19463.0,15000.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Haz-Mat Protection Charges,,,,117003.99,9064.52,26407.64,47000.0,-0.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Loc Opt Sales Tx Fire District,,,,68165.04,81019.77,84615.13,85000.0,85000.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Fire Protection Biltmore Fst,,,,736775.03,563210.28,751200.15,750000.0,-0.0,3
General Fund,Fire & Rescue/Fire Support Services Division Total,,,,,1352808.29,1228746.28,1488058.23,1848877.0,1052289.0,2
General Fund,Planning & Development/Planning Services Division,Charges for Services-CDBG/HOME,,,,-0.0,-0.0,-0.0,-0.0,14000.0,3
General Fund,Planning & Development/Planning Services Division,All Other Revenues,,,,4376.2300000000005,4776.0,5039.5,6050.0,5250.0,3
General Fund,Planning & Development/Planning Services Division,License&Permits Street Vendors,,,,7028.0,9296.0,11725.0,10000.0,10000.0,3
General Fund,Planning & Development/Planning Services Division,General Business Priv Lic,,,,-0.0,218500.0,-0.0,205000.0,-0.0,3
General Fund,Planning & Development/Planning Services Division,Charges to Other Funds,,,,4800.0,13750.0,13992.0,14000.0,-0.0,3
General Fund,Planning & Development/Planning Services Division,Board of Adjustments,,,,8950.0,10800.0,5850.0,4000.0,4000.0,3
General Fund,Planning & Development/Planning Services Division,Sales and Services,,,,67873.8,77330.3,97197.5,90000.0,-0.0,3
General Fund,Planning & Development/Planning Services Division,License&Permits Sign Permit,,,,34977.08,59116.69,63126.39,62000.0,62000.0,3
General Fund,Planning & Development/Planning Services Division,Rents - Rental Income,,,,154319.93,120230.47,127336.16,141000.0,141000.0,3
General Fund,Planning & Development/Planning Services Division,Fines & Fees Zoning Citations,,,,4425.0,3058.6,11150.0,3500.0,-0.0,3
General Fund,Planning & Development/Planning Services Division Total,,,,,286750.04,516858.05999999994,335416.55000000005,535550.0,236250.0,2
General Fund,Information Technology/Technical Services Division,Rents - Tower Rental,,,,52203.21,43297.06,176281.31,50000.0,100000.0,3
General Fund,Information Technology/Technical Services Division,Radios-Outside Agencies,,,,9165.8,7145.66,10938.84,8460.0,12400.0,3
General Fund,Information Technology/Technical Services Division,Rents - Fiber Franchise,,,,-0.0,26562.44,4249.92,4250.0,4250.0,3
General Fund,Information Technology/Technical Services Division Total,,,,,61369.009999999995,77005.16,191470.07,62710.0,116650.0,2
General Fund,Administration Services/Fleet Management Division,Rents - Rental Income,,,,9438.45,12994.71,10664.78,8000.0,11000.0,3
General Fund,Administration Services/Fleet Management Division,External CNG Sales,,,,9278.69,39713.21,27857.82,45000.0,45000.0,3
General Fund,Administration Services/Fleet Management Division Total,,,,,18717.14,52707.92,38522.6,53000.0,56000.0,2
General Fund,Non-Departmental/Non-Divisional,Charges for Services,,,,-0.0,-0.0,-0.0,-0.0,1629120.0,3
General Fund,Non-Departmental/Non-Divisional,Oper Transfers Parking Service,,,,-0.0,-0.0,-0.0,120000.0,-0.0,3
General Fund,Non-Departmental/Non-Divisional,Oper Transfers Cap Project Fd,,,,-0.0,426000.0,-0.0,473643.0,-0.0,3
General Fund,Non-Departmental/Non-Divisional Total,,,,,0.0,426000.0,0.0,593643.0,1629120.0,2
General Fund,Finance/Budget Division,Appropriated Fund Balance,,,,-0.0,-0.0,-0.0,1362210.0,2000000.0,3
General Fund,Finance/Budget Division,Approp Fund Bal Res for Enc,,,,-0.0,-0.0,-0.0,1366656.0,-0.0,3
General Fund,Finance/Budget Division,Charges for Services,,,,-0.0,-0.0,-0.0,-0.0,1857824.0,3
General Fund,Finance/Budget Division,Charges to Other Funds,,,,2676753.0,2499821.0,2349404.0,2206943.0,-0.0,3
General Fund,Finance/Budget Division Total,,,,,2676753.0,2499821.0,2349404.0,4935809.0,3857824.0,2
General Fund,Information Technology/GIS Appl Services Division,Bldg Permits & Insp Technology,,,,-0.0,-0.0,-0.0,16100.0,17050.0,3
General Fund,Information Technology/GIS Appl Services Division Total,,,,,0.0,0.0,0.0,16100.0,17050.0,2
General Fund,Information Technology/IT Support Services Division,Installment Purch Proceed,,,,-0.0,-0.0,-0.0,350000.0,-0.0,3
General Fund,Information Technology/IT Support Services Division Total,,,,,0.0,0.0,0.0,350000.0,0.0,2
General Fund,Parks Rec & Cultural Arts/Recreation Division,Rents - Parks Shelters,,,,18335.0,22843.5,14288.75,25000.0,15000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,All Other Revenues,,,,8762.9,18122.9,24214.58,27500.0,30725.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Admission Fees,,,,-0.0,-0.0,42638.0,100000.0,100000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Rents - Rental Income,,,,-0.0,3275.0,11915.0,700.0,-0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Class Participation Fees,,,,3455.5,6090.95,7726.51,7000.0,8000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Class Participation Fees,,,,4350.0,8968.0,10457.0,8000.0,10000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Rents - Rental Income,,,,-0.0,-200.0,-0.0,8000.0,8000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Admission Fees,,,,27460.0,31837.5,31182.45,26000.0,30000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Class Participation Fees,,,,12704.0,32695.0,21557.0,35000.0,30000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Rents - Parks Shelters,,,,-0.0,11250.0,5610.0,3000.0,3000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Oth Loc Partic Group Applicat,,,,-0.0,-0.0,-0.0,9000.0,7000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Class Participation Fees,,,,13710.25,14524.5,16708.47,18000.0,3000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Child Care Fees,,,,-0.0,167036.58,229640.86,180000.0,180000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Restrictd Intergv State Grants,,,,-0.0,-0.0,12205.0,3917.0,-0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Class Participation Fees,,,,3650.0,10394.21,6820.0,6250.0,8000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Restricted Intergov Fed Grants,,,,-0.0,16304.91,14998.7,15000.0,5000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Restrictd Intergv State Grants,,,,-0.0,-0.0,12205.0,3917.0,-0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division Total,,,,,92427.65,343143.05,462167.32,476284.0,437725.0,2
General Fund,Human Resources/Organizational Development,All Other Revenues,,,,0.0,0.0,0.0,0.0,7000.0,3
General Fund,Human Resources/Organizational Development,Restrictd Intergv County Parti,,,,23750.0,23750.0,23750.0,23750.0,23750.0,3
General Fund,Human Resources/Organizational Development Total,,,,,23750.0,23750.0,23750.0,23750.0,30750.0,2
General Fund Total,,,,,,8.022636126999997E7,8.372956937E7,8.637156885E7,9.3489142E7,9.9547954E7,1
REVENUES TOTAL,,,,,,1.2171484444999993E8,1.3010564522000003E8,1.3470306113E8,1.4617991932999998E8,1.72411137E8,0
